customer_id,city,country,active,full_name,rental_id,amount,rental_date,first_date,recency,monetary,frequency
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,3499,7.99,2005-07-06,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,9803,2.99,2005-07-31,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,8435,2.99,2005-07-29,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,7720,4.99,2005-07-28,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,1411,0.99,2005-06-15,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,7198,5.99,2005-07-27,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,2772,4.99,2005-06-19,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,10072,0.99,2005-07-31,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,13311,0.99,2005-08-19,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,13746,5.99,2005-08-20,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,13659,2.99,2005-08-20,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,15465,0.99,2005-08-23,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,12517,4.99,2005-08-18,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,2174,6.99,2005-06-18,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,10530,4.99,2005-08-01,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,6029,2.99,2005-07-11,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,5799,4.99,2005-07-10,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,15948,7.99,2005-08-23,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,12647,5.99,2005-08-18,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,962,6.99,2005-05-30,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,12628,5.99,2005-08-18,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,4346,2.99,2005-07-07,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,5802,10.99,2005-07-10,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,13438,2.99,2005-08-19,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,11566,0.99,2005-08-17,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,14372,4.99,2005-08-21,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,5853,3.99,2005-07-10,2005-05-30,85,134.68,32
520,Nha Trang,Vietnam,1,MITCHELL WESTMORELAND,3482,4.99,2005-07-05,2005-05-30,85,134.68,32
472,Nam Dinh,Vietnam,1,GREG ROBINS,249,2.99,2005-05-26,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,3254,0.99,2005-06-21,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,2974,0.99,2005-06-20,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,6274,5.99,2005-07-11,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,2538,5.99,2005-06-19,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,6119,6.99,2005-07-11,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,14928,4.99,2006-02-14,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,1776,6.99,2005-06-16,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,10627,0.99,2005-08-01,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,15278,2.99,2005-08-22,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,1389,4.99,2005-06-15,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,13188,8.99,2005-08-19,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,3815,6.99,2005-07-06,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,5612,3.99,2005-07-10,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,11911,6.99,2005-08-17,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,5318,2.99,2005-07-09,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,6308,5.99,2005-07-11,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,142,0.99,2005-05-25,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,9926,6.99,2005-07-31,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,15185,5.99,2005-08-22,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,14209,4.99,2005-08-21,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,8929,5.99,2005-07-30,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,6584,2.99,2005-07-12,2005-05-25,265,141.7,30
472,Nam Dinh,Vietnam,1,GREG ROBINS,994,4.99,2005-05-30,2005-05-25,265,141.7,30
480,Gaziantep,Turkey,1,COREY HAUSER,9332,4.99,2005-07-30,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,7910,9.99,2005-07-28,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,13131,9.99,2005-08-19,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,13831,4.99,2005-08-20,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,5633,2.99,2005-07-10,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,8847,4.99,2005-07-29,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,3507,7.99,2005-07-06,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,822,9.99,2005-05-29,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,8967,6.99,2005-07-30,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,11017,0.99,2005-08-02,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,6191,2.99,2005-07-11,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,1353,0.99,2005-06-15,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,720,6.99,2005-05-29,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,11369,5.99,2005-08-02,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,12905,4.99,2005-08-19,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,15363,2.99,2005-08-22,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,15579,4.99,2005-08-23,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,10808,1.99,2005-08-01,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,1733,0.99,2005-06-16,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,518,0.99,2005-05-28,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,13092,0.99,2005-08-19,2005-05-28,87,101.78,22
480,Gaziantep,Turkey,1,COREY HAUSER,7257,2.99,2005-07-27,2005-05-28,87,101.78,22
488,La Paz,Mexico,1,SHANE MILLARD,10767,0.99,2005-08-01,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,14948,5.99,2005-08-22,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,9532,2.99,2005-07-31,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,13446,4.99,2005-08-20,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,6548,5.99,2005-07-12,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,12483,5.99,2005-08-18,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,11774,3.99,2005-08-17,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,15350,2.99,2005-08-22,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,7373,5.99,2005-07-27,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,1704,5.99,2005-06-16,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,1655,3.99,2005-06-16,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,8005,2.99,2005-07-28,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,8050,0.99,2005-07-28,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,8064,2.99,2005-07-28,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,9537,0.99,2005-07-31,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,4133,6.99,2005-07-07,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,10474,5.99,2005-08-01,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,15499,2.99,2005-08-23,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,4233,5.99,2005-07-07,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,15259,0.99,2005-08-22,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,5141,8.99,2005-07-09,2005-06-16,68,95.78,22
488,La Paz,Mexico,1,SHANE MILLARD,9083,5.99,2005-07-30,2005-06-16,68,95.78,22
496,Rizhao,China,1,TYLER WREN,11060,7.99,2005-08-02,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,4070,2.99,2005-07-07,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,966,0.99,2005-05-30,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,14332,7.99,2005-08-21,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,11893,3.99,2005-08-17,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,12605,4.99,2005-08-18,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,14348,0.99,2005-08-21,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,13182,2.99,2006-02-14,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,11448,4.99,2005-08-02,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,14013,6.99,2005-08-20,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,5949,4.99,2005-07-10,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,3569,3.99,2005-07-06,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,4269,0.99,2005-07-07,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,4261,4.99,2005-07-07,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,13569,5.99,2005-08-20,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,5559,5.99,2005-07-10,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,7133,2.99,2005-07-27,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,15750,2.99,2005-08-23,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,322,4.99,2005-05-27,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,8221,2.99,2005-07-28,2005-05-27,263,88.79,21
496,Rizhao,China,1,TYLER WREN,2567,2.99,2005-06-19,2005-05-27,263,88.79,21
504,Joliet,United States,1,NATHANIEL ADAM,838,4.99,2005-05-30,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,2938,6.99,2005-06-20,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,13859,5.99,2005-08-20,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,10509,3.99,2005-08-01,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,8393,9.99,2005-07-29,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,7944,4.99,2005-07-28,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,10397,0.99,2005-08-01,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,4757,0.99,2005-07-08,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,7342,3.99,2005-07-27,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,13387,2.99,2005-08-19,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,3712,9.99,2005-07-06,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,7875,1.99,2005-07-28,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,12769,1.99,2005-08-18,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,4329,5.99,2005-07-07,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,3713,6.99,2005-07-06,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,2720,1.99,2005-06-19,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,470,4.99,2005-05-27,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,136,5.99,2005-05-25,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,15723,8.99,2005-08-23,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,7807,2.99,2005-07-28,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,16022,4.99,2005-08-23,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,11569,2.99,2005-08-17,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,5153,6.99,2005-07-09,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,15166,6.99,2005-08-22,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,15018,4.99,2005-08-22,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,13166,2.99,2005-08-19,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,7567,2.99,2005-07-27,2005-05-25,90,133.72,28
504,Joliet,United States,1,NATHANIEL ADAM,13206,2.99,2005-08-19,2005-05-25,90,133.72,28
512,London,United Kingdom,1,CECIL VINES,1176,6.99,2005-06-15,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,11818,9.99,2005-08-17,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,13771,0.99,2005-08-20,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,15733,4.99,2005-08-23,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,7715,6.99,2005-07-28,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,7507,0.99,2005-07-27,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,5813,3.99,2005-07-10,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,9055,2.99,2005-07-30,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,10670,3.99,2005-08-01,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,14288,4.99,2005-08-21,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,5064,6.99,2005-07-09,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,12957,8.99,2005-08-19,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,13156,4.99,2005-08-19,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,7219,2.99,2005-07-27,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,15990,4.99,2005-08-23,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,4799,0.99,2005-07-08,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,15317,3.99,2005-08-22,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,2029,4.99,2005-06-17,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,14870,2.99,2005-08-22,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,10232,4.99,2005-08-01,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,4752,5.99,2005-07-08,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,12786,0.99,2006-02-14,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,8868,4.99,2005-07-30,2005-06-15,244,115.74,26
512,London,United Kingdom,1,CECIL VINES,2364,2.99,2005-06-18,2005-06-15,244,115.74,26
